loss,accuracy,f1_score,roc_auc,average_precision,val_loss,val_accuracy,val_f1_score,val_roc_auc,val_average_precision,lr
2.6920909881591797,0.48439955711364746,0.45299968123435974,0.6628513932228088,0.4735042452812195,1.809962272644043,0.47905445098876953,0.36394307017326355,0.7151136994361877,0.462816447019577,0.00072
1.1709284782409668,0.5320613384246826,0.49540895223617554,0.7193425297737122,0.5449708104133606,0.8596107363700867,0.5810891389846802,0.4793577790260315,0.7490119934082031,0.5826917886734009,0.00072
0.9162766337394714,0.5643845796585083,0.5137307643890381,0.7444248199462891,0.5785040855407715,0.8380135893821716,0.5586475133895874,0.3837255835533142,0.74798184633255,0.5385481119155884,0.00072
0.8324475288391113,0.5843621492385864,0.5266453623771667,0.765033483505249,0.6107384562492371,0.8170436024665833,0.5900658369064331,0.4603593349456787,0.7805420756340027,0.570119321346283,0.00072
0.8026188611984253,0.6024691462516785,0.5348707437515259,0.7732170224189758,0.6233300566673279,0.7659863233566284,0.6163973808288574,0.5044252872467041,0.7869276404380798,0.6360979080200195,0.00072
0.780622661113739,0.6102506518363953,0.5478394031524658,0.7823497653007507,0.6397756934165955,0.8034763932228088,0.6143028140068054,0.45680636167526245,0.7924213409423828,0.5862502455711365,0.00065148296
0.7689418196678162,0.6123456954956055,0.5499861836433411,0.7855804562568665,0.6479876637458801,0.7687249779701233,0.6020346879959106,0.4885656237602234,0.7800724506378174,0.6142377257347107,0.00058948615
0.7621878981590271,0.6202768683433533,0.5577611327171326,0.7886773943901062,0.6520164608955383,0.7510072588920593,0.6289646625518799,0.5534006953239441,0.7899087071418762,0.6540083885192871,0.00053338916
0.7563687562942505,0.6205012798309326,0.5578647255897522,0.789326012134552,0.6549851298332214,0.7650140523910522,0.609216034412384,0.4662301540374756,0.7907294631004333,0.6142420768737793,0.00048263048
0.7527164220809937,0.6235690116882324,0.5572389960289001,0.7909245491027832,0.6586444973945618,0.7593371272087097,0.6220825910568237,0.5513986349105835,0.7853372693061829,0.6447622776031494,0.00043670213
0.7484301924705505,0.6285073161125183,0.570189893245697,0.7946391105651855,0.6654687523841858,0.7415048480033875,0.630460798740387,0.5601352453231812,0.7996900677680969,0.6662443280220032,0.00039514442
0.7472633719444275,0.6261129975318909,0.5692124962806702,0.7926516532897949,0.6623441576957703,0.7748865485191345,0.6169958114624023,0.5521236658096313,0.7929951548576355,0.6351388692855835,0.00035754146
0.7387629151344299,0.6307519674301147,0.5716612339019775,0.7983458638191223,0.6733410358428955,0.7338264584541321,0.6310592293739319,0.5689809918403625,0.795627772808075,0.6665248870849609,0.0003235169
0.7363297939300537,0.6291806697845459,0.5706945657730103,0.7966933250427246,0.6730906963348389,0.7466813325881958,0.6310592293739319,0.5820015668869019,0.7918438911437988,0.6584028005599976,0.0002927302
0.7368494868278503,0.6300785541534424,0.5746263861656189,0.7970742583274841,0.6728663444519043,0.7472552061080933,0.623578667640686,0.5293517112731934,0.7904205322265625,0.649056077003479,0.00026487323
0.733444333076477,0.6330714821815491,0.5786843299865723,0.8005818724632263,0.677075982093811,0.739691436290741,0.6310592293739319,0.5697081089019775,0.7940055727958679,0.665138304233551,0.00023966722
0.7320392727851868,0.6335952281951904,0.5792829394340515,0.8005346655845642,0.6793301105499268,0.7506598234176636,0.628366231918335,0.5618796944618225,0.788162887096405,0.6544285416603088,0.00021685987
0.7282307147979736,0.6392068862915039,0.5883697867393494,0.8040444254875183,0.6848496794700623,0.7521045804023743,0.6253740191459656,0.5590009689331055,0.7917469143867493,0.6450076103210449,0.00019622293
