loss,f1_score,val_loss,val_f1_score
1.4337897300720215,0.43373000621795654,1.2498230934143066,0.14698728919029236
0.9340142607688904,0.5239167809486389,0.893191397190094,0.4269310534000397
0.8305428624153137,0.5379381775856018,0.866010308265686,0.4003011882305145
0.7858175039291382,0.5408816933631897,0.7709341049194336,0.5552900433540344
0.7874348759651184,0.551395833492279,0.7523614764213562,0.5178062915802002
0.7780367732048035,0.5415814518928528,0.7111250162124634,0.576729953289032
0.7676326036453247,0.5293320417404175,0.7420861721038818,0.5176576972007751
0.7535427808761597,0.5536803007125854,0.8409575819969177,0.5403620004653931
0.7613144516944885,0.5523067712783813,0.756840705871582,0.5218543410301208
0.7562544941902161,0.5436281561851501,0.7050209045410156,0.5862635970115662
0.7556003928184509,0.5459557771682739,0.7213965058326721,0.5695947408676147
0.7565673589706421,0.5601398944854736,0.6915476322174072,0.5735778212547302
0.750859797000885,0.574247419834137,0.7430663704872131,0.5375580191612244
0.7477832436561584,0.552188515663147,0.7299908995628357,0.5220016241073608
0.752377450466156,0.5569231510162354,0.744793176651001,0.5805174112319946
0.7611786127090454,0.5567455887794495,0.7158026099205017,0.5201546549797058
0.7544361352920532,0.5802015662193298,0.7336832284927368,0.5756449699401855
0.7425762414932251,0.5720168352127075,0.7226448059082031,0.5741637945175171
0.7391864061355591,0.5498074293136597,0.7679680585861206,0.5222080945968628
0.7527920603752136,0.5796945095062256,0.7120952010154724,0.5700129270553589
0.7490195631980896,0.5642628073692322,0.7249014973640442,0.5826570987701416
0.734188437461853,0.5515952706336975,0.7315369844436646,0.524438202381134
0.7328841090202332,0.5826076865196228,0.6913474202156067,0.5391485691070557
0.7560825347900391,0.5598640441894531,0.721619725227356,0.5701696276664734
0.7312133312225342,0.5694330334663391,0.7019175887107849,0.5853868126869202
0.7488676905632019,0.5670585036277771,0.7333616018295288,0.5877525806427002
0.737497091293335,0.5857341289520264,0.7294072508811951,0.576465368270874
0.7512414455413818,0.5771432518959045,0.7035777568817139,0.5901651978492737
0.7556068897247314,0.5575972199440002,0.7137261033058167,0.5952234268188477
0.7519604563713074,0.5632002949714661,0.730254590511322,0.5913598537445068
0.7257859110832214,0.5733397006988525,0.7432299852371216,0.5565086603164673
0.7367874383926392,0.5758904218673706,0.7046880722045898,0.5269632935523987
0.725372314453125,0.5651094317436218,0.7223697304725647,0.5073466897010803
0.735382616519928,0.5534041523933411,0.7054634094238281,0.5598780512809753
0.7446117997169495,0.5685285925865173,0.718038022518158,0.5908911824226379
0.7312643527984619,0.577510416507721,0.6958079934120178,0.5754082798957825
0.75413578748703,0.5711963176727295,0.7139381170272827,0.5809215307235718
0.7470347285270691,0.574569821357727,0.7233921885490417,0.5590758919715881
0.7276185750961304,0.5757375955581665,0.711613655090332,0.5905267000198364
0.7409818172454834,0.5683770775794983,0.7011824250221252,0.5836448669433594
0.7483734488487244,0.5817822813987732,0.7442110180854797,0.5013763904571533
0.7209330201148987,0.5554918050765991,0.7169173359870911,0.5647495985031128
0.7413132190704346,0.5726714730262756,0.6958825588226318,0.6025643944740295
0.7371050119400024,0.5829702019691467,0.7912834882736206,0.48992061614990234
0.7415717244148254,0.5766943097114563,0.7362430095672607,0.5934674739837646
0.7327423095703125,0.5857282280921936,0.7174559831619263,0.5509256720542908
0.7472243905067444,0.5670939683914185,0.7114077210426331,0.608939528465271
0.7366429567337036,0.5821521282196045,0.6944297552108765,0.5576683282852173
0.729116678237915,0.5704718828201294,0.7174155116081238,0.589630126953125
0.7489127516746521,0.5785779356956482,0.7515617609024048,0.5420101881027222
0.7229505777359009,0.5849846601486206,0.6947133541107178,0.6023551225662231
0.7590251564979553,0.5728620886802673,0.7028844952583313,0.5981818437576294
0.7244294881820679,0.5863103866577148,0.7485625147819519,0.5866135358810425
0.737155020236969,0.57218998670578,0.7084044814109802,0.6033910512924194
0.718468964099884,0.5844123959541321,0.7083559036254883,0.5924321413040161
0.7336119413375854,0.5890759229660034,0.7070732116699219,0.5685834288597107
0.7519715428352356,0.5858379602432251,0.7138741612434387,0.6151227355003357
0.7301018238067627,0.5775792598724365,0.7241411805152893,0.5562095046043396
0.7299796342849731,0.5593559741973877,0.6941889524459839,0.5845292806625366
0.7344259023666382,0.5888597965240479,0.7423815131187439,0.533364474773407
